name,type of protest,broad type,colour,description of place,type of place,date,day,time,address,place,latitude,longitude,attendance,source,links and further info
election hustings,,election,ltblu_circle,"Curzon Ground, Lord St, behind Albion inn",open space,15-Sep-1832,,,Lord Street,Oldham,53.542913,-2.113364,,"Weaver, Fielden, p.60",
radical reform meeting,,radical,large_green,"Curzon Ground, Lord St, behind Albion inn",open space,22-Jun-1833,Saturday,,Lord Street,Oldham,53.542913,-2.113364,,MG 29 June 1833,
Society for promotion of national regeneration,,socialist,bars,"Curzon Ground, Lord St, behind Albion inn",open space,25/12/1833,,,Lord Street,Oldham,53.542913,-2.113364,,"Weaver, Fielden, p.81",
anti-NPL trade delegate meeting,,ANPL,wht_pushpin,"Curzon Ground, Lord St, behind Albion inn",open space,27-Mar-1837,Monday,,Lord Street,Oldham,53.542913,-2.113364,,D-BUT/F/44,
election meeting to return John Fielden,,election,ltblu_circle,"Curzon Ground, Lord St, behind Albion inn",open space,03-Jul-1837,,,Lord Street,Oldham,53.542913,-2.113364,,D-BUT/F/47,
anti-poor law boycott of Coronation celebration meeting,,ANPL,wht_pushpin,"Curzon Ground, Lord St, behind Albion inn",open space,28-Jun-1838,Thursday,14:30,Lord Street,Oldham,53.542913,-2.113364,,D-BUT F/56,
Chartists,,Chartist,pink_circle,"Curzon Ground, Lord St, behind Albion inn",open space,25-May-1839,Saturday,,Lord Street,Oldham,53.542913,-2.113364,,MG 29 May 1839; D-BUT F/64,
Chartists,,Chartist,pink_circle,"Curzon Ground, Lord St, behind Albion inn",open space,13-Jul-1839,Saturday,,Lord Street,Oldham,53.542913,-2.113364,,HO 40/37/606,
plug rioters meeting,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,08/08/1842,Monday,,Lord Street,Oldham,53.542913,-2.113364,10000,Butterworth diaries,
plug rioters meeting,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,09/08/1842,Tuesday,,Lord Street,Oldham,53.542913,-2.113364,8000,Butterworth diaries,
plug rioters assembled,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,10/08/1842,Wednesday,,Lord Street,Oldham,53.542913,-2.113364,,Butterworth diaries,
plug rioters meeting,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,12/08/1842,Friday,,Lord Street,Oldham,53.542913,-2.113364,,Butterworth diaries,
plug rioters meeting,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,13/08/1842,Saturday,,Lord Street,Oldham,53.542913,-2.113364,,Butterworth diaries,
miners strike,,trade union,pink_square,"Curzon Ground, Lord St, behind Albion inn",open space,01/12/1844,,,Lord Street,Oldham,53.542913,-2.113364,,MG 18 Dec 1844,
subscription for Frost,,Chartist,pink_circle,"Social Institution, Lord St",radical/Chartist room,06-Nov-1839,Wednesday,20:00,Lord Street,Oldham,53.543248,-2.112822,,NS 9 Nov 1839,
public meeting to petition parl for release of Hunt,,radical,large_green,"Higher Union Room, West St",radical/Chartist room,19-Feb-1822,Tuesday,18:00,West Street,Oldham,53.542098,-2.117142,,HO 42/????,
public meeting for parl reform,,radical,large_green,Union Room  /schoolroom,radical/Chartist room,21-Sep-1829,Monday,14:00,,Oldham,53.542098,-2.117142,,Sheff Indep 19 Sep 1829; Standard 17 Sep 1829,
attempt to meet to support Hunt,,radical,large_green,"Union Room, West St",radical/Chartist room,31-Jul-1830,Saturday,,West Street,Oldham,53.542098,-2.117142,,D-BUT F/2,
anniversary of Peterloo,,radical,large_green,"Union Sunday School room, west St",radical/Chartist room,16-Aug-1830,,,,Oldham,53.542098,-2.117142,,D-BUT/F/1,
anniversary of Peterloo,,radical,large_green,"Union Room, opposite Bent Green",radical/Chartist room,16-Aug-1830,,,Bent Green,Oldham,53.542098,-2.117142,,"Manchester, 19 August 1820",
"reform, to aid Hunt",,radical,large_green,"Union Room, west st",radical/Chartist room,01-Dec-1830,Saturday,,West Street,Oldham,53.542098,-2.117142,,"D-BUT/F/3, 16 Dec 1830",
reform,,radical,large_green,"Union Room, west st",radical/Chartist room,01-Mar-1831,Monday,,West Street,Oldham,53.542098,-2.117142,,"Butterworth MS, 7 March 1831; Mcr times 12 March 31",
PU meetings,,radical,large_green,"Union Room, west st",radical/Chartist room,01-Dec-1831,,,West Street,Oldham,53.542098,-2.117142,,D-BUT/F/6,
radical lecture on general fast day,,radical,large_green,"Union Room, west st",radical/Chartist room,21-Mar-1832,Wednesday,,West Street,Oldham,53.542098,-2.117142,,Mcr Times 24 March 1832,
national union of trades,,trade union,pink_square,Grapes Inn,inn/hotel,01/06/1830,Monday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT/F/2,
meeting of spinners and rovers,,trade union,pink_square,Grapes Inn,inn/hotel,12/10/1830,Tuesday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,"D-BUT/F/3, 12 Oct 1830",
Oldham political union,,radical,large_green,Grapes Inn,inn/hotel,14/11/1831,Monday,,Yorkshire Street,Oldham,53.5422095,-2.107924,350,D-BUT F/4,
operative spinners meeting,,trade union,pink_square,Grapes Inn,inn/hotel,19/01/1837,Thursday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT/F/41,
reform tea and dinner,,radical,large_green,Grapes Inn,inn/hotel,17/08/1837,Thursday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT F/50,
radical dinner in celebration of John Knight,,radical,large_green,Grapes Inn,inn/hotel,29/11/1837,Wednesday,20:00,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT F/53,
operative ultra-radicals,,radical,large_green,Grapes Inn,inn/hotel,23/08/1838,Thursday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT F/57,
"Knight's funeral, committee of working men's association",,radical,large_green,Grapes Inn,inn/hotel,09/09/1838,Sunday,,Yorkshire Street,Oldham,53.5422095,-2.107924,,D-BUT F/57,
lectures on oratory,,other,placemark_square,Terrace Buildings,own room,11/12/1837,Monday,20:00,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/53,
public dinner Operative conservatives,,loyal,large_blue,"Assembly room, Terrace buildings, Church St",assembly room,05-Jan-1838,Friday,20:00,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/54,
debate between MNC and Owenites/Socialists,,socialist,bars,"Assembly Room, Terrace Buildings",assembly room,19/02/1839,Tuesday,,Church Street,Oldham,53.542619,-2.109276,,"Butterworth MS, Feb 1839",
debate between MNC and Owenites/Socialists,,socialist,bars,"Assembly Room, Terrace Buildings",assembly room,20/02/1839,Wednesday,20:00,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/62,
lecture on importance of Science by director of Miles Platting Mechanics Institution,,other,placemark_square,"Assembly Room, Terrace Buildings",assembly room,15/02/1839,Friday,,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/62,
temperance lectures,,temperance,,"Assembly Room, Terrace Buildings",assembly room,29 April 1839,,,Church Street,Oldham,53.542619,-2.109276,,"Butterworth MS, April 1839",
special petit sessions to appoint special constables,,local government,large_blue,"Assembly Room, Terrace Buildings",assembly room,3 May 1839,,,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/64,
NPL meeting,,ANPL,wht_pushpin,"Assembly Room, Terrace Buildings",assembly room,27/06/1839,Thursday,,Church Street,Oldham,53.542619,-2.109276,171,D-BUT F/65,
meeting on the rural police,,local government,large_blue,"Sessions Room, Terrace Buildings",assembly room,2 Jan 1840,Thursday,14:00,Church Street,Oldham,53.542619,-2.109276,300,D-BUT F/67,
Fielden lecture on Corn Laws,,ACLA,large_purple,"Sessions Room, Terrace Buildings",assembly room,03/01/1840,Friday,,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/67,
petition Queen to recall Welsh Chartists,,Chartist,pink_circle,"Terrace Market, Terrace Buildings",market,20-Apr-1840,Monday,,Church Street,Oldham,53.542619,-2.109276,,D-BUT F/68,
lectures by Carlile,,radical,large_green,"Socialists meeting room, Grosvenor St",radical/Chartist room,26-Jan-1838,Friday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D_BUT F/54,
lectures by Carlile,,radical,large_green,"Socialists meeting room, Grosvenor St",radical/Chartist room,27-Jan-1838,Saturday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D_BUT F/54,
lectures by Carlile,,radical,large_green,"Socialists meeting room, Grosvenor St",radical/Chartist room,30-Jan-1838,Tuesday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D_BUT F/54,
operative ultra-radicals,,radical,large_green,"Socialists Institution, Grosvenor St",radical/Chartist room,23 August 1838,Thursday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/57,
Owen's lectures,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,13-Sept-1838,,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/57,
Owen's lectures,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,14-Sept-1838,,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/57,
Owen's lectures,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,15-Sept-1838,,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/57,
Chartist supporters of Stephens meeting,,Chartist,pink_circle,"Socialists Institution, Grosvenor St",radical/Chartist room,28 Feb 1839,Thursday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D_BUT F/62 NS 9 March 1839,
Socialist tea party,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,01/04/1839,Monday,20:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/63,
Lloyd Jones lecture,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,08/04/1839,Monday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/63,
O'Connor lecture,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,06/11/1839,Wednesday,20:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/67,
socialists' tea party,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,03/01/1840,Friday,20:00,Grosvenor Street,Oldham,53.542241,-2.117628,300,D-BUT F/67,
Chartist meeting for memorial to Queen on Frost,,Chartist,pink_circle,"Socialists Institution, Grosvenor St",radical/Chartist room,21 Jan 1840,Tuesday,20:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/68,
socialist tea party,,socialist,bars,"Socialists Institution, Grosvenor St",radical/Chartist room,20/04/1840,Monday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/68,
anti-slavery,,abolition,open_diamond,Free Grammar School,schoolroom,01-Sep-1830,Wednesday,,School Croft,Oldham,53.541493,-2.114256,,"D-BUT/F/3, 28 Sep 1830",
reform,,reform,grn_circle,Free Grammar School,schoolroom,01-Feb-1831,Wednesday,,School Croft,Oldham,53.541493,-2.114256,,Butterworth MS,
reform,,reform,grn_circle,Free Grammar School,schoolroom,14 March 1831,Monday,,School Croft,Oldham,53.541493,-2.114256,,D_BUT F/3,
reform bill,,reform,grn_circle,Free Grammar School,schoolroom,21-Sep-1831,Wednesday,,School Croft,Oldham,53.541493,-2.114256,,Butterworth MS,
Conservative address meeting,,loyal,large_blue,Free Grammar School,schoolroom,14 Jan 1835,Wednesday,10:45,School Croft,Oldham,53.541493,-2.114256,,D-BUT F/25,
reform,,reform,grn_circle,new School room of the Independent Methodists,schoolroom,31 Jan 1831,Monday,,George Street,Oldham,53.540338,-2.11619,400,D_BUT F/3,
Temperance Society,,temperance,,"upper room, Independent Methodist Sunday School",schoolroom,2 Jan 1837,Monday,,George Street,Oldham,53.540338,-2.11619,,D-BUT/F/40,
temperance tea party,,temperance,,Independent Methodist school,schoolroom,28 Aug 1837,Monday,,George Street,Oldham,53.540338,-2.11619,550,D-BUT F/50,
Radical Reform Association public meeting,,radical,large_green,lower room of Independent Methodist Sunday School,schoolroom,12 March 1838,Monday,20:00,George Street,Oldham,53.540338,-2.11619,,D_BUT F/54,
10 hours,,trade union,pink_square,Independent Methodist school,schoolroom,02/05/1838,Wednesday,20:00,George Street,Oldham,53.540338,-2.11619,,D_BUT F/55,
10 hours,,trade union,pink_square,Independent Methodist school,schoolroom,07/05/1838,Monday,20:00,George Street,Oldham,53.540338,-2.11619,,D-BUT F/55,
tea meeting for relieving sick and distressed poor,,charity,placemark_square,Independent Methodist school,schoolroom,01/09/1839,Monday,,George Street,Oldham,53.540338,-2.11619,,NS 7 Sep 1839,
temperance soc Christmas festival,,temperance,,Independent Methodist school,schoolroom,3 Jan 1840,Friday,20:00,George Street,Oldham,53.540338,-2.11619,,D-BUT F/67,
temperance tea,,temperance,,Independent Methodist school,schoolroom,20 April 1840,Monday,20:00,George Street,Oldham,53.540338,-2.11619,,D-BUT F/68,
reform bill,,reform,grn_circle,"Tommy Field, back of White Horse Inn",field,31 Oct 1831,Thursday,,Henshaw Street,Oldham,53.54333,-2.115124,33000,D-BUT/F/4,
Chartists,,Chartist,pink_circle,"Tommy Field, back of White Horse Inn",field,1 May 1848,Tuesday,,Henshaw Street,Oldham,53.54333,-2.115124,,Mcr Times 3 June 1848,
Sadler's 10 hours bill,,trade union,pink_square,Providence Indep Chapel,chapel,23/01/1832,Monday,,,Oldham,53.53208,-2.122479,,D-BUT/F/6,
10 hours,,trade union,pink_square,"MNC chapel, Union St",chapel,11/11/1836,Friday,20:00,Union Street,Oldham,53.5399,-2.112664,,D-BUT/F/39,
meeting on temperance,,temperance,,"MNC chapel, Union St",chapel,28 Aug 1837,Monday,20:00,Union Street,Oldham,53.5399,-2.112664,,D-BUT F/50,
election meeting of inhabs of Waterhead Mill,,election,ltblu_circle,"George and Dragon Inn, Waterhead mill",pub,30 Jan 1837,Monday,,Waterhead,Oldham,53.550984,-2.075311,,D-BUT/F/41,
ACLL,,ACLA,large_purple,"George and Dragon Inn, Waterhead mill",pub,27/02/1840,,,Waterhead,Oldham,53.550984,-2.075311,,D-BUT F/68,
NPL meeting,,ANPL,wht_pushpin,Primitive Meth Chapel,,10 Feb 1837,Friday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT/F/42,
working classes on Glasgow spinners,,trade union,pink_square,"chapel on Grosvenor St, lately occupied by Prim Meths",chapel,02/11/1837,Thursday,20:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/52,
NPL petition for repeal,,ANPL,wht_pushpin,"chapel on Grosvenor St, lately occupied by Prim Meths",,25 Dec 1837,Monday,14:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/53,
Owenite lectures,,socialist,bars,"chapel on Grosvenor St, lately occupied by Prim Meths",chapel,01/01/1838,Monday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/54,
Owenite lectures,,socialist,bars,"chapel on Grosvenor St, lately occupied by Prim Meths",chapel,02/01/1838,Tuesday,09:00,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/54,
Owenite lectures,,socialist,bars,"chapel on Grosvenor St, lately occupied by Prim Meths",chapel,03/01/1838,Wednesday,,Grosvenor Street,Oldham,53.542241,-2.117628,,D-BUT F/54,
anti-NPL,,ANPL,wht_pushpin,"Yorkshire St, in open air",,21 June 1837,Wednesday,,Yorkshire Street,Oldham,53.54195,-2.110775,,D-BUT/F/46,
chartist council meeting,,Chartist,pink_circle,Greaves Street Association Room,,15 Nov 1840,Sunday,14:00,Greaves Street,Oldham,53.541703,-2.110992,,NS 21 Nov 1840,
petition and repeal,,Chartist,pink_circle,"Chartists' room, Greaves St",,15 Nov 1841,Monday,,Greaves Street,Oldham,53.541703,-2.110992,,D-BUT/F/75,
celebration of birth of P of Wales and praying for release of Welsh Chartists,,Chartist,pink_circle,"Chartists' room, Greaves St",,9 Dec 1841,Thursday,,Greaves Street,Oldham,53.541703,-2.110992,,D-BUT/F/76,
wright of stockport address,,Chartist,pink_circle,"Chartists' room, Greaves St",,18 Dec 1841,Sunday,,Greaves Street,Oldham,53.541703,-2.110992,,NS 24 dec 1841,
William Bell address,,Chartist,pink_circle,"Chartists' room, Greaves St",,24 Sep 1843,Sunday,20:00,Greaves Street,Oldham,53.541703,-2.110992,,NS 30 Sep 1843,
Chartist lectures after camp meeting,,Chartist,pink_circle,"Chartists' room, Greaves St",,11 Aug 1844,Sunday,20:00,Greaves Street,Oldham,53.541703,-2.110992,,NS 3 Aug 1844,
teetotal festival,,other,placemark_square,"Bulls Head, Greenacres moor",pub,25/12/1841,,,,Oldham,53.548262,-2.073557,,D-BUT/F/77,
Mechanics FS anniversary,,other,placemark_square,Apollo Tavern,,25/12/1834,,,Rochdale Road,Oldham,53.579444,-2.100938,100,D-BUT F/24,
TP Thompson lecture,,Chartist,pink_circle,"Town Hall, large room",,10 Jan 1842,Monday,,,Oldham,53.541893,-2.111265,1000,D-BUT/F/78,
Bairstow lecture on Chartism,,Chartist,pink_circle,"Town Hall, large room",,14 Jan 1842,Friday,,,Oldham,53.541893,-2.111265,1000,D-BUT/F/78,
public meeting to discuss distress,,local government,large_blue,"Town Hall, large room",,11 July 1842,Monday,,,Oldham,53.541893,-2.111265,,D-BUT/F/80; MR times 16 July 1842,
lecture of James Leach Chartist,,Chartist,pink_circle,"Town Hall, large room",,31 Oct 1842,Monday,,,Oldham,53.541893,-2.111265,,Butterworth MS,
police meeting,,local government,large_blue,Town Hall,,4 Jan 1843,,,,Oldham,53.541893,-2.111265,,PCO 1/2,
meeting of shopkeepers on distress of w/cs,,local government,large_blue,"Braddocks Room, Terrace Buildings",,12 Aug 1842,Friday,,Church Street,Oldham,53.542619,-2.109276,,,
police commissioners' meeting,,local government,large_blue,Schoolroom in School Croft (grammar school?),,18 June 1834,,,School Croft,Oldham,53.541561,-2.114552,250,PCO 1/1/,
police commissioners' general meeting,,local government,large_blue,Schoolroom in Domingo St,,7 March 1827,,,St Domingo Street,Oldham,53.541492,-2.118084,,PCO 1/1/,
meeting against the corporations bill,,local government,large_blue,"Wesleyan school, St Domingo St",,12 Feb 1834,Wednesday,15:00,St Domingo Street,Oldham,53.541492,-2.118084,100,Preston Chronicle 22 Feb 1834,
special general meeting of police,,local government,large_blue,Town's Office,,14 May 1834,,,Lord St,Oldham,53.542933,-2.11257,,PCO 1/1/,
meeting on intended Town hall,,local government,large_blue,Town's Office,,20 Feb 1839,Wednesday,,Lord St,Oldham,53.542933,-2.11257,,D-BUT F/62,
lodge of free gardeners,,lodge,,"Duke of York tavern, West St",,31 July 1830,Saturday,,West St,Oldham,53.542038,-2.118462,,D-BUT F/2,
O'Connor met by crowds,,Chartist,pink_circle,Duke of York,,06 Nov 1839,Wednesday,,West St,Oldham,53.542038,-2.118462,,NS 9 Nov 1839,
